"Kraj","Miasto","Latitude","Longitude","Indie","Indie_Miasto","I_latitude","I_longitude","Rok","Kwartal","Pasazerowie_do_Indii","Pasazerowie_z_Indii","Fracht_do_Indii","Fracht_z_Indii"
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,AHMEDABAD,23.02,72.34,2015,Q4,14189,12849,3.1,209.9
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,BENGALURU,13.370001,77.556,2015,Q4,13932,13671,14.8,204.0
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,CHENNAI,13.033634,80.14573,2015,Q4,14291,16181,4.6,210.1
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,COIMBATORE,11.01005,76.57209,2015,Q4,10387,10370,4.2,169.0
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,DELHI,28.3636,77.1348,2015,Q4,29641,28875,109.0,368.2
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,GOA,15.401944,74.043333,2015,Q4,5947,6071,18.9,57.1
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,HYDERABAD,17.21576,78.283356,2015,Q4,14837,14749,3.1,200.0
NEPAL,KATHMANDU,27.7172,85.324,INDIA,MUMBAI,19.010288,72.5132,2015,Q1,22835,25412,49.6,30.6
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,JAIPUR,26.09,75.8,2015,Q4,14862,14416,1.3,67.4
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,KOCHI,9.966667,76.266667,2015,Q4,64942,71509,54.9,1108.2
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,KOZHIKODE,11.153452,75.4649,2015,Q4,43862,43970,22.7,538.0
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,MUMBAI,19.010288,72.5132,2015,Q4,24790,29528,16.9,363.3
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,NAGPUR,21.1498,79.0806,2015,Q4,10011,10028,1.1,130.2
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,TRIVANDRUM,8.3036,76.57,2015,Q4,44526,42552,20.1,686.3
UNITED ARAB EMIRATES,SHARJAH,25.35,55.43333,INDIA,VARANASI,25.1655,82.5722,2015,Q4,6250,6379,0.0,0.0
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,AHMEDABAD,23.02,72.34,2015,Q4,10907,9142,598.5,685.2
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,BENGALURU,13.370001,77.556,2015,Q4,42576,39384,1683.2,1667.8
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,CHENNAI,13.033634,80.14573,2015,Q4,83964,82101,2481.4,2243.6
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,COIMBATORE,11.01005,76.57209,2015,Q4,7107,6508,6.4,102.6
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,DELHI,28.3636,77.1348,2015,Q4,87684,80938,4446.8,3620.5
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,HYDERABAD,17.21576,78.283356,2015,Q4,26773,24444,164.2,186.4
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,KOCHI,9.966667,76.266667,2015,Q4,22384,18955,55.2,162.4
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,KOLKATA,22.3422,88.215,2015,Q4,17495,15849,613.6,839.7
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,LUCKNOW,26.51,80.5512,2015,Q4,1704,1787,0.0,0.0
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,MUMBAI,19.010288,72.5132,2015,Q4,97286,89902,4518.3,3825.8
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,TIRUCHIRAPALLY,10.4556,78.4254,2015,Q4,40145,37917,1.2,315.9
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,TRIVANDRUM,8.3036,76.57,2015,Q4,6600,5934,4.2,53.6
SINGAPORE,SINGAPORE,1.17,103.5,INDIA,VISAKHAPATNAM,17.4215,83.1752,2015,Q4,3089,2649,1.6,3.8
AUSTRALIA,SYDNEY,-33.5204,151.1236,INDIA,DELHI,28.3636,77.1348,2015,Q4,9919,11018,76.3,275.6
TAIWAN,TAIPAE,25.02,121.38,INDIA,DELHI,28.3636,77.1348,2015,Q4,4858,6691,217.4,188.7
TAIWAN,TAIPAE,25.02,121.38,INDIA,MUMBAI,19.010288,72.5132,2015,Q4,0,0,101.9,0.0
UZBEKISTAN,TASHKENT,41.184,69.1647,INDIA,AMRITSAR,31.3824,74.5136,2015,Q4,4037,2576,1.2,10.2
UZBEKISTAN,TASHKENT,41.184,69.1647,INDIA,DELHI,28.3636,77.1348,2015,Q4,9252,9113,56.4,374.9
ISRAEL,TEHRAN,35.4121,51.232,INDIA,DELHI,28.3636,77.1348,2015,Q4,4270,4360,64.7,162.3
ISRAEL,TEHRAN,35.4121,51.232,INDIA,MUMBAI,19.010288,72.5132,2015,Q4,4895,4824,11.4,112.4
ISRAEL,TELAVIV,32.08,34.78,INDIA,MUMBAI,19.010288,72.5132,2015,Q4,8293,7936,196.0,311.7
JAPAN,TOKYO,35.4123,139.4132,INDIA,DELHI,28.3636,77.1348,2015,Q4,12361,12468,1177.9,407.5
CANADA,TORONTO,43.443,-79.2224,INDIA,DELHI,28.3636,77.1348,2015,Q4,22728,21274,1280.5,450.0
AUSTRIA,VIENNA,48.12,16.22,INDIA,DELHI,28.3636,77.1348,2015,Q4,15418,11621,431.5,624.4
SWITZERLAND,ZURICH,47.383333,8.533333,INDIA,DELHI,28.3636,77.1348,2015,Q4,18881,17724,1007.8,1219.5
SWITZERLAND,ZURICH,47.383333,8.533333,INDIA,MUMBAI,19.010288,72.5132,2015,Q4,17778,17204,1300.0,1425.1
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,AHMEDABAD,23.02,72.34,2016,Q1,25852,26117,72.6,43.2
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,BENGALURU,13.370001,77.556,2016,Q1,35262,38678,149.2,336.1
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,42893,48057,45.3,334.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,DELHI,28.3636,77.1348,2016,Q1,18858,18585,21.1,44.5
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,GOA,15.401944,74.043333,2016,Q1,2956,4864,0.1,1.2
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,42103,47985,138.8,273.8
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,JAIPUR,26.09,75.8,2016,Q1,7134,9415,35.2,53.9
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,KOCHI,9.966667,76.266667,2016,Q1,64352,72442,24.4,713.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,KOLKATA,22.3422,88.215,2016,Q1,8526,10666,10.2,75.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,42417,48628,54.2,462.2
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,LUCKNOW,26.51,80.5512,2016,Q1,13358,13870,1.6,143.6
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,MANGALORE,12.52,74.53,2016,Q1,15728,19256,1.6,8.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,161740,101925,1639.7,2663.8
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,PUNE,18.32,73.51,2016,Q1,9921,11678,0.0,0.0
UNITED ARAB EMIRATES,ABUDHABI,24.28,54.22,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,31322,36176,17.5,474.5
ETHIOPIA,ADDIS ABABA,9.148,38.4424,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,0,0,125.4,0.0
ETHIOPIA,ADDIS ABABA,9.148,38.4424,INDIA,DELHI,28.3636,77.1348,2016,Q1,9523,10517,67.1,58.4
ETHIOPIA,ADDIS ABABA,9.148,38.4424,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,7699,7922,177.5,1182.7
UNITED ARAB EMIRATES,AL AIN,24.1227,55.4441,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,1986,1841,0.0,0.0
KAZAKHSTAN,ALMATY,43.1639,76.5345,INDIA,DELHI,28.3636,77.1348,2016,Q1,7044,8422,3.1,57.8
KAZAKHSTAN,ALMATY,43.1639,76.5345,INDIA,GOA,15.401944,74.043333,2016,Q1,2028,2252,0.0,0.0
NETHERLANDS,AMSTERDAM,52.2222,4.5337,INDIA,DELHI,28.3636,77.1348,2016,Q1,28034,30605,393.8,848.6
NETHERLANDS,AMSTERDAM,52.2222,4.5337,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,1019,1334,125.1,29.2
TURKMENISTAN,ASHGABAT,37.58,58.2,INDIA,AMRITSAR,31.3824,74.5136,2016,Q1,9243,8094,0.0,9.5
TURKMENISTAN,ASHGABAT,37.58,58.2,INDIA,DELHI,28.3636,77.1348,2016,Q1,3967,3853,0.3,41.5
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,BENGALURU,13.370001,77.556,2016,Q1,0,0,1.4,0.0
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,17586,17957,17.3,264.5
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,DELHI,28.3636,77.1348,2016,Q1,33615,32807,89.5,439.4
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,11881,13408,2.6,0.0
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,KOCHI,9.966667,76.266667,2016,Q1,14990,15506,16.7,284.2
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,6087,8002,0.0,20.3
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,MANGALORE,12.52,74.53,2016,Q1,1797,3077,0.0,0.0
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,33073,41020,71.8,951.6
BAHRAIN,BAHRAIN,26.0675,50.55111,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,12955,12169,17.7,188.6
THAILAND,BANGKOK,13.45,100.31,INDIA,AHMEDABAD,23.02,72.34,2016,Q1,2909,0,1.6,0.0
THAILAND,BANGKOK,13.45,100.31,INDIA,BENGALURU,13.370001,77.556,2016,Q1,21324,22846,995.6,1104.2
THAILAND,BANGKOK,13.45,100.31,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,27006,29126,1055.5,1197.4
THAILAND,BANGKOK,13.45,100.31,INDIA,DELHI,28.3636,77.1348,2016,Q1,93255,99307,3038.7,862.1
THAILAND,BANGKOK,13.45,100.31,INDIA,GAYA,24.45,85.0036,2016,Q1,6442,4251,0.0,0.0
THAILAND,BANGKOK,13.45,100.31,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,12274,13204,450.2,547.5
THAILAND,BANGKOK,13.45,100.31,INDIA,KOLKATA,22.3422,88.215,2016,Q1,70311,69528,609.4,893.6
THAILAND,BANGKOK,13.45,100.31,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,79539,85727,3332.8,1591.5
THAILAND,BANGKOK,13.45,100.31,INDIA,VARANASI,25.1655,82.5722,2016,Q1,1139,3725,0.0,0.0
IRAQ,BASRA,30.29,47.49,INDIA,DELHI,28.3636,77.1348,2016,Q1,993,986,0.0,0.0
UNITED KINGDOM,BIRMINGHAM,52.2848,-1.549,INDIA,AMRITSAR,31.3824,74.5136,2016,Q1,9919,7450,0.3,0.0
UNITED KINGDOM,BIRMINGHAM,52.2848,-1.549,INDIA,DELHI,28.3636,77.1348,2016,Q1,9631,10135,245.5,117.5
KYRGYZSTAN,BISHKEK,42.52,74.34,INDIA,DELHI,28.3636,77.1348,2016,Q1,1342,1536,0.0,35.8
BELGIUM,BRUSELLS,50.5,4.21,INDIA,DELHI,28.3636,77.1348,2016,Q1,7460,9190,489.5,518.9
BELGIUM,BRUSELLS,50.5,4.21,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,10805,11445,659.5,411.9
EGYPT,CAIRO,30.24,31.149,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,3328,3932,17.2,12.5
UNITED STATES,CHICAGO,41.5255,-87.374,INDIA,DELHI,28.3636,77.1348,2016,Q1,16868,22310,226.3,188.5
UNITED STATES,CHICAGO,41.5255,-87.374,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,4366,5295,3.6,0.0
BANGLADESH,CHITTAGONG,22.19,91.49,INDIA,KOLKATA,22.3422,88.215,2016,Q1,11208,12432,0.0,0.0
GERMANY,COLOGNE,50.56,6.57,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,0,0,0.0,934.8
SRI LANKA,COLOMBO,6.54,79.5,INDIA,BENGALURU,13.370001,77.556,2016,Q1,15761,16957,637.1,835.9
SRI LANKA,COLOMBO,6.54,79.5,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,92382,91864,1343.4,1781.1
SRI LANKA,COLOMBO,6.54,79.5,INDIA,DELHI,28.3636,77.1348,2016,Q1,25373,26910,388.1,203.3
SRI LANKA,COLOMBO,6.54,79.5,INDIA,GAYA,24.45,85.0036,2016,Q1,1139,1085,0.0,0.0
SRI LANKA,COLOMBO,6.54,79.5,INDIA,KOCHI,9.966667,76.266667,2016,Q1,20480,23838,24.8,2484.7
SRI LANKA,COLOMBO,6.54,79.5,INDIA,KOLKATA,22.3422,88.215,2016,Q1,5068,5977,2.1,28.2
SRI LANKA,COLOMBO,6.54,79.5,INDIA,MADURAI,9.5512,78.0712,2016,Q1,19220,21383,0.0,0.0
SRI LANKA,COLOMBO,6.54,79.5,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,38402,39760,334.6,412.0
SRI LANKA,COLOMBO,6.54,79.5,INDIA,TIRUCHIRAPALLY,10.4556,78.4254,2016,Q1,20180,24425,9.0,468.1
SRI LANKA,COLOMBO,6.54,79.5,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,12503,10803,47.1,265.5
SRI LANKA,COLOMBO,6.54,79.5,INDIA,VARANASI,25.1655,82.5722,2016,Q1,1272,1509,0.0,0.0
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,BENGALURU,13.370001,77.556,2016,Q1,415,559,0.0,77.0
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,6367,4999,39.3,349.4
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,DELHI,28.3636,77.1348,2016,Q1,28192,26270,91.8,181.8
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,1208,1689,3.1,13.7
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,KOCHI,9.966667,76.266667,2016,Q1,10481,13937,60.1,357.7
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,16923,20548,6.1,180.8
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,MANGALORE,12.52,74.53,2016,Q1,5222,6783,6.6,0.0
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,11413,14068,57.7,141.4
SAUDI ARABIA,DAMMAM,26.17,50.12,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,11657,13794,4.0,181.1
BANGLADESH,DHAKA,23.44,90.23,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,2430,2550,15.8,54.9
BANGLADESH,DHAKA,23.44,90.23,INDIA,DELHI,28.3636,77.1348,2016,Q1,9654,9901,187.4,183.9
BANGLADESH,DHAKA,23.44,90.23,INDIA,KOLKATA,22.3422,88.215,2016,Q1,50627,54667,273.4,304.0
BANGLADESH,DHAKA,23.44,90.23,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,10070,9829,180.3,228.6
QATAR,DOHA,25.18,51.32,INDIA,AHMEDABAD,23.02,72.34,2016,Q1,11757,15849,269.6,1192.4
QATAR,DOHA,25.18,51.32,INDIA,AMRITSAR,31.3824,74.5136,2016,Q1,14700,15063,4.9,26.2
QATAR,DOHA,25.18,51.32,INDIA,BENGALURU,13.370001,77.556,2016,Q1,19170,25494,1677.5,2571.9
QATAR,DOHA,25.18,51.32,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,21082,25044,2958.4,4123.0
QATAR,DOHA,25.18,51.32,INDIA,DELHI,28.3636,77.1348,2016,Q1,58914,57672,2003.4,4755.5
QATAR,DOHA,25.18,51.32,INDIA,GOA,15.401944,74.043333,2016,Q1,13276,15950,3.4,130.2
QATAR,DOHA,25.18,51.32,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,13139,15287,380.0,1219.6
QATAR,DOHA,25.18,51.32,INDIA,KOCHI,9.966667,76.266667,2016,Q1,46639,52802,147.1,2199.4
QATAR,DOHA,25.18,51.32,INDIA,KOLKATA,22.3422,88.215,2016,Q1,16536,19839,773.5,1138.2
QATAR,DOHA,25.18,51.32,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,32288,35099,5.0,307.5
QATAR,DOHA,25.18,51.32,INDIA,MANGALORE,12.52,74.53,2016,Q1,2252,3969,0.7,0.0
QATAR,DOHA,25.18,51.32,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,43314,56799,3752.8,4780.6
QATAR,DOHA,25.18,51.32,INDIA,NAGPUR,21.1498,79.0806,2016,Q1,4668,8496,0.7,1.7
QATAR,DOHA,25.18,51.32,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,18010,20207,5.2,287.0
THAILAND,DON MUEANG,13.5445,100.3624,INDIA,BENGALURU,13.370001,77.556,2016,Q1,9288,8644,60.7,123.5
THAILAND,DON MUEANG,13.5445,100.3624,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,8585,8808,66.9,89.5
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,AHMEDABAD,23.02,72.34,2016,Q1,51186,54690,458.8,1562.6
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,AMRITSAR,31.3824,74.5136,2016,Q1,29854,30491,0.6,22.9
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,BENGALURU,13.370001,77.556,2016,Q1,86753,94220,3447.9,6217.9
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,108922,126646,3301.9,5270.4
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,DELHI,28.3636,77.1348,2016,Q1,239578,240256,3044.3,10537.5
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,GOA,15.401944,74.043333,2016,Q1,5804,6332,11.4,0.0
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,111846,124726,795.9,3821.6
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,JAIPUR,26.09,75.8,2016,Q1,12582,13753,0.4,0.6
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,KOCHI,9.966667,76.266667,2016,Q1,127348,148593,421.3,5219.5
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,KOLKATA,22.3422,88.215,2016,Q1,40408,40671,721.9,1951.8
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,KOZHIKODE,11.153452,75.4649,2016,Q1,57660,61084,38.4,565.6
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,LUCKNOW,26.51,80.5512,2016,Q1,20759,21485,1.0,22.9
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,MADURAI,9.5512,78.0712,2016,Q1,14518,15136,0.0,0.0
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,MANGALORE,12.52,74.53,2016,Q1,39844,45019,2.0,118.9
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,266241,306820,4898.4,11822.5
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,PUNE,18.32,73.51,2016,Q1,14427,18928,0.0,0.0
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,TIRUCHIRAPALLY,10.4556,78.4254,2016,Q1,14599,15366,0.9,32.5
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,65315,77677,169.4,3272.7
UNITED ARAB EMIRATES,DUBAI,25.16,55.2,INDIA,VISAKHAPATNAM,17.4215,83.1752,2016,Q1,4756,4209,0.9,0.0
TAJIKISTAN,DUSHANBE,38.33,68.48,INDIA,DELHI,28.3636,77.1348,2016,Q1,848,751,0.0,13.7
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,AMRITSAR,31.3824,74.5136,2016,Q1,0,9,0.0,0.0
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,BENGALURU,13.370001,77.556,2016,Q1,23152,25940,2406.9,1785.9
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,17916,19565,1317.7,1221.5
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,DELHI,28.3636,77.1348,2016,Q1,58674,59881,1272.6,1866.4
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,0,0,341.4,1348.9
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,23900,30614,3789.2,2583.2
GERMANY,FRANKFURT,50.0638,8.4056,INDIA,PUNE,18.32,73.51,2016,Q1,2660,2853,0.0,0.0
CHINA,GUANGZHOU,23.0632,113.1553,INDIA,DELHI,28.3636,77.1348,2016,Q1,23203,24121,1672.9,407.1
CHINA,GUANGZHOU,23.0632,113.1553,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,0,0,0.0,356.7
MALDIVES,HAA DHAALU ATOLL,6.48,6.3,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,554,571,0.0,0.0
FINLAND,HELNSKI,60.1,24.56,INDIA,DELHI,28.3636,77.1348,2016,Q1,13214,14747,474.4,937.6
VIETNAM,HO CHI MINH CITY,10.45,106.4,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,2245,1902,0.0,45.9
HONG KONG,HONG KONG,22.17,114.1,INDIA,BENGALURU,13.370001,77.556,2016,Q1,11023,12313,813.3,1315.5
HONG KONG,HONG KONG,22.17,114.1,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,15888,17379,4703.0,4135.8
HONG KONG,HONG KONG,22.17,114.1,INDIA,DELHI,28.3636,77.1348,2016,Q1,69970,73336,11368.5,3936.8
HONG KONG,HONG KONG,22.17,114.1,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,7032,9590,524.2,1250.8
HONG KONG,HONG KONG,22.17,114.1,INDIA,KOLKATA,22.3422,88.215,2016,Q1,8169,9338,806.9,546.1
HONG KONG,HONG KONG,22.17,114.1,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,50400,55001,4685.5,4022.2
TURKEY,ISTANBUL,41.0049,28.5718,INDIA,DELHI,28.3636,77.1348,2016,Q1,26584,27138,1424.1,1500.5
TURKEY,ISTANBUL,41.0049,28.5718,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,25043,28759,2212.2,3054.3
SAUDI ARABIA,JEDDAH,21.3,39.11,INDIA,BENGALURU,13.370001,77.556,2016,Q1,7537,7384,32.8,208.4
SAUDI ARABIA,JEDDAH,21.3,39.11,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,3844,3545,40.1,38.8
SAUDI ARABIA,JEDDAH,21.3,39.11,INDIA,DELHI,28.3636,77.1348,2016,Q1,30813,29663,263.9,1023.3
SAUDI ARABIA,JEDDAH,21.3,39.11,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,17185,19113,19.9,286.8
SAUDI ARABIA,JEDDAH,21.3,39.11,INDIA,KOCHI,9.966667,76.266667,2016,Q1,43238,47977,28.4,1861.4
SAUDI ARABIA,JEDDAH,21.3,39.11,INDIA,LUCKNOW,26.51,80.5512,2016,Q1,14116,16858,16.9,43.0
SAUDI ARABIA,JEDDAH,21.3,39.11,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,52907,59288,30.5,1642.1
AFGHANISTAN,KABUL,34.3357,69.1247,INDIA,DELHI,28.3636,77.1348,2016,Q1,38653,37587,200.3,1409.5
AFGHANISTAN,KANDAHAR,31.37,65.43,INDIA,DELHI,28.3636,77.1348,2016,Q1,1066,1014,0.0,0.0
PAKISTAN,KARACHI,24.5136,67.036,INDIA,DELHI,28.3636,77.1348,2016,Q1,714,1608,2.8,3.9
PAKISTAN,KARACHI,24.5136,67.036,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,1291,2830,2.4,44.1
NEPAL,KATHMANDU,27.7172,85.324,INDIA,DELHI,28.3636,77.1348,2016,Q1,79673,73436,65.4,403.2
NEPAL,KATHMANDU,27.7172,85.324,INDIA,KOLKATA,22.3422,88.215,2016,Q1,3862,3780,0.0,3.2
NEPAL,KATHMANDU,27.7172,85.324,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,13667,13012,26.7,12.3
NEPAL,KATHMANDU,27.7172,85.324,INDIA,VARANASI,25.1655,82.5722,2016,Q1,87,56,0.0,0.0
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,AMRITSAR,31.3824,74.5136,2016,Q1,4655,5233,0.0,0.0
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,BENGALURU,13.370001,77.556,2016,Q1,18688,18152,319.1,450.4
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,CHENNAI,13.033634,80.14573,2016,Q1,26650,28339,827.9,389.4
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,DELHI,28.3636,77.1348,2016,Q1,43729,47099,1022.2,1187.0
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,HYDERABAD,17.21576,78.283356,2016,Q1,21373,22892,132.0,179.1
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,KOCHI,9.966667,76.266667,2016,Q1,33160,38181,13.0,86.8
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,KOLKATA,22.3422,88.215,2016,Q1,13597,13033,36.0,152.3
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,MUMBAI,19.010288,72.5132,2016,Q1,34504,35431,85.8,181.2
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,TIRUCHIRAPALLY,10.4556,78.4254,2016,Q1,64822,65596,0.1,653.5
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,TRIVANDRUM,8.3036,76.57,2016,Q1,4946,4986,0.0,4.0
MALAYSIA,KUALALUMPUR,3.0852,101.4143,INDIA,VISAKHAPATNAM,17.4215,83.1752,2016,Q1,6627,6999,46.5,70.8
CHINA,KUNMING,25.04,102.41,INDIA,DELHI,28.3636,77.1348,2016,Q1,3267,3519,0.0,0.0
CHINA,KUNMING,25.04,102.41,INDIA,KOLKATA,22.3422,88.215,2016,Q1,8378,8844,28.7,128.5
